account_id,date,amount,merchant_name,merchant_entity_id,payment_channel,personal_finance_category,pending
ACCT0010,2024-06-23 15:46:55,49.21,BikeShop #1,1049,online,Retail/Bicycles & Accessories,False
ACCT0010,2024-06-25 02:37:00,61.62,AutoServ #3,1112,online,Services/Auto Repair,False
ACCT0010,2024-07-04 02:33:45,52.81,HomeGoods Store #4,1163,online,Retail/Home & Garden,False
ACCT0010,2024-07-07 03:37:30,34.56,ParkingLot Inc #4,1181,contactless,Transport/Parking,False
ACCT0010,2024-07-13 10:31:41,55.07,ElectroHub #4,1153,mobile,Retail/Electronics,False
ACCT0010,2024-07-15 11:53:26,60.59,MovieRentals #3,1143,in-store,Entertainment/On-demand Rentals,False
ACCT0010,2024-07-19 05:44:58,19.63,BeerBarn #2,1094,mobile,Food & Drink/Bars & Pubs,False
ACCT0010,2024-07-20 13:20:28,50.11,StreamingMusic #1,1035,in-store,Entertainment/Streaming Services,False
ACCT0010,2024-07-26 22:50:06,42.8,ConcertHall #1,1027,in-store,Entertainment/Live Events,False
ACCT0010,2024-07-29 09:28:47,101.02,StayComfort Hotel #3,1106,contactless,Travel/Lodging,False
ACCT0010,2024-07-31 13:02:21,115.89,StreamFlix #4,1158,in-store,Entertainment/Streaming Services,False
ACCT0010,2024-08-08 13:36:50,134.84,CityMall Clothing #4,1152,in-store,Retail/Clothing,False
ACCT0010,2024-08-10 17:13:42,3.69,LanguageSchool #2,1098,in-store,Education/Local Classes,False
ACCT0010,2024-08-14 02:38:38,160.25,FlyAway Airlines #3,1105,in-store,Travel/Airfare,False
ACCT0010,2024-08-15 16:01:51,27.84,CinemaWorld #1,1024,online,Entertainment/Movie Theaters,False
ACCT0010,2024-08-20 15:01:04,50.96,MobileCarrier #2,1084,online,Bills & Utilities/Mobile Phone,False
ACCT0010,2024-08-26 20:50:07,52.36,BookBarn #1,1007,mobile,Retail/Books,False
ACCT0010,2024-08-27 03:29:19,15.25,LocalBakery #4,1179,mobile,Food & Drink/Bakeries,False
ACCT0010,2024-08-28 07:14:09,57.69,CharityHelp #3,1120,contactless,Other/Donations,False
ACCT0010,2024-09-07 22:20:55,8.95,StreamFlix #4,1158,online,Entertainment/Streaming Services,False
ACCT0010,2024-09-08 15:08:10,6.46,StarBite Cafe #3,1100,in-store,Food & Drink/Coffee Shops,True
ACCT0010,2024-09-11 07:23:28,90.86,BeautySalon #1,1023,contactless,Services/Personal Care,False
ACCT0010,2024-09-14 19:30:45,19.84,StreamingMusic #1,1035,online,Entertainment/Streaming Services,False
ACCT0010,2024-09-21 04:29:53,12.05,ConcertHall #4,1177,online,Entertainment/Live Events,False
ACCT0010,2024-09-22 17:25:47,20.62,HomeGoods Store #2,1063,in-store,Retail/Home & Garden,False
ACCT0010,2024-09-23 03:28:29,36.52,GymFlex #1,1010,contactless,Health & Fitness/Gym Memberships,True
ACCT0010,2024-09-25 04:27:58,95.65,ParkingLot Inc #4,1181,contactless,Transport/Parking,False
ACCT0010,2024-09-26 08:29:33,26.24,TutorNet #4,1187,in-store,Education/Online Courses,False
ACCT0010,2024-09-29 09:24:39,16.94,RideShareCo #3,1116,online,Transport/Rideshare,False
ACCT0010,2024-09-29 14:25:37,12.67,HardwarePro #2,1078,online,Retail/Hardware,False
ACCT0010,2024-09-30 00:30:29,16.02,FurnitureCo #2,1088,online,Retail/Furniture,False
ACCT0010,2024-10-04 21:51:12,26.02,BikeShop #3,1149,contactless,Retail/Bicycles & Accessories,False
ACCT0010,2024-10-06 18:23:02,59.09,StayComfort Hotel #3,1106,contactless,Travel/Lodging,False
ACCT0010,2024-10-08 02:18:30,44.2,GymFlex #3,1110,in-store,Health & Fitness/Gym Memberships,False
ACCT0010,2024-10-09 14:24:22,9.24,FreshBites #3,1109,in-store,Food & Drink/Fast Food,False
ACCT0010,2024-10-13 11:07:55,20.92,ParkingLot Inc #4,1181,in-store,Transport/Parking,True
ACCT0010,2024-10-13 16:06:13,19.33,GymFlex #4,1160,online,Health & Fitness/Gym Memberships,False
ACCT0010,2024-10-14 05:29:47,46.89,eBookStore #3,1147,online,Retail/Digital Books,False
ACCT0010,2024-10-16 21:55:09,49.46,MedicalCenter #2,1086,in-store,Health/Medical Services,False
ACCT0010,2024-10-19 19:34:33,83.82,BookBarn #4,1157,online,Retail/Books,False
ACCT0010,2024-10-22 15:54:46,113.14,CityMall Clothing #1,1002,in-store,Retail/Clothing,False
ACCT0010,2024-10-22 21:21:51,39.09,QuickFuel #2,1054,contactless,Transport/Fuel,False
ACCT0010,2024-10-24 20:51:00,43.81,MedicalCenter #1,1036,mobile,Health/Medical Services,False
ACCT0010,2024-11-01 18:40:53,31.73,ParkingLot Inc #4,1181,mobile,Transport/Parking,False
ACCT0010,2024-11-04 09:21:58,72.21,LanguageSchool #3,1148,in-store,Education/Local Classes,False
ACCT0010,2024-11-05 10:28:34,78.82,SubscriptionBox #2,1080,in-store,Retail/Subscription Services,False
ACCT0010,2024-11-07 15:15:13,188.32,CityMall Clothing #1,1002,online,Retail/Clothing,False
ACCT0010,2024-11-08 07:45:18,128.24,eBookStore #1,1047,contactless,Retail/Digital Books,True
ACCT0010,2024-11-09 05:24:35,6.49,ParkingLot Inc #3,1131,online,Transport/Parking,False
ACCT0010,2024-11-09 10:34:28,16.77,SubscriptionBox #2,1080,in-store,Retail/Subscription Services,True
ACCT0010,2024-11-09 19:17:38,48.84,LegalAid #4,1196,online,Services/Legal Services,False
ACCT0010,2024-11-10 18:31:33,44.08,MobileCarrier #1,1034,mobile,Bills & Utilities/Mobile Phone,False
ACCT0010,2024-11-13 20:35:52,14.26,FineDining LLC #2,1072,contactless,Food & Drink/Restaurants,True
ACCT0010,2024-11-14 08:00:29,28.77,GreenLeaf Grocery #1,1001,online,Groceries/Supermarkets,False
ACCT0010,2024-11-18 01:12:18,26.22,LegalAid #4,1196,online,Services/Legal Services,False
ACCT0010,2024-11-20 17:51:37,34.41,LocalFarmer #4,1176,in-store,Groceries/Farmers Market,False
ACCT0010,2024-12-02 13:08:05,33.45,OfficeSupply Co #3,1125,in-store,Retail/Office Supplies,False
ACCT0010,2024-12-05 21:04:47,17.5,WeddingService #1,1045,contactless,Services/Event Services,False
ACCT0010,2024-12-18 19:59:50,70.39,MedicalCenter #4,1186,atm_withdrawal,Health/Medical Services,False
ACCT0010,2024-12-22 19:59:27,18.25,OnlineMart #3,1117,online,Retail/Online Marketplace,False
ACCT0010,2024-12-25 18:25:40,74.34,PharmaCare #3,1111,in-store,Health/Pharmacies,False
ACCT0010,2024-12-30 01:26:19,25.9,eBookStore #4,1197,in-store,Retail/Digital Books,False
ACCT0010,2024-12-31 16:07:00,10.87,StarBite Cafe #3,1100,in-store,Food & Drink/Coffee Shops,True
ACCT0011,2024-01-03 17:15:12,22.85,StreamFlix #3,1108,in-store,Entertainment/Streaming Services,False
ACCT0011,2024-01-07 13:06:33,73.19,PayUtilities #1,1018,in-store,Bills & Utilities/Utilities,False
ACCT0011,2024-01-09 15:42:19,16.75,CinemaWorld #1,1024,in-store,Entertainment/Movie Theaters,False
ACCT0011,2024-01-15 15:32:07,35.23,LuxuryBoutique #1,1041,in-store,Retail/Luxury Goods,False
ACCT0011,2024-01-17 10:05:09,125.3,MedicalCenter #3,1136,online,Health/Medical Services,False
ACCT0011,2024-01-19 10:03:21,85.47,FlyAway Airlines #1,1005,mobile,Travel/Airfare,True
ACCT0011,2024-01-20 21:24:17,44.99,GreenLeaf Grocery #1,1001,in-store,Groceries/Supermarkets,False
ACCT0011,2024-01-21 04:06:50,42.47,BikeShop #3,1149,contactless,Retail/Bicycles & Accessories,False
ACCT0011,2024-01-24 18:11:21,118.2,FlyAway Airlines #2,1055,in-store,Travel/Airfare,False
ACCT0011,2024-01-27 05:29:25,101.92,SubscriptionBox #1,1030,online,Retail/Subscription Services,False
ACCT0011,2024-02-05 15:59:12,237.63,HomeGoods Store #3,1113,online,Retail/Home & Garden,False
ACCT0011,2024-02-06 12:57:44,47.95,PharmaCare #4,1161,in-store,Health/Pharmacies,True
ACCT0011,2024-02-11 19:56:21,104.11,LocalFarmer #4,1176,mobile,Groceries/Farmers Market,False
ACCT0011,2024-02-14 13:54:33,12.08,FreshBites #2,1059,online,Food & Drink/Fast Food,False
ACCT0011,2024-02-16 11:34:54,31.57,RideShareCo #4,1166,contactless,Transport/Rideshare,False
ACCT0011,2024-02-19 14:39:10,29.47,LocalBakery #2,1079,contactless,Food & Drink/Bakeries,False
ACCT0011,2024-02-20 08:41:37,53.79,InsuranceCo #2,1069,online,Financial/Insurance Premiums,False
ACCT0011,2024-02-20 14:31:15,53.8,LocalBakery #4,1179,in-store,Food & Drink/Bakeries,False
ACCT0011,2024-02-25 04:34:49,30.88,LocalFarmer #3,1126,online,Groceries/Farmers Market,False
ACCT0011,2024-02-26 22:11:16,51.49,LanguageSchool #1,1048,in-store,Education/Local Classes,False
ACCT0011,2024-02-27 19:11:58,33.8,CraftsOnline #4,1190,online,Retail/Handmade Goods,False
ACCT0011,2024-02-28 15:38:51,17.91,HardwarePro #1,1028,online,Retail/Hardware,False
ACCT0011,2024-03-02 21:36:34,34.52,MobileCarrier #2,1084,in-store,Bills & Utilities/Mobile Phone,False
ACCT0011,2024-03-06 01:44:36,35.22,MedicalCenter #2,1086,in-store,Health/Medical Services,False
ACCT0011,2024-03-15 06:59:39,24.02,AutoServ #3,1112,online,Services/Auto Repair,False
ACCT0011,2024-03-17 23:37:14,103.6,FurnitureCo #3,1138,contactless,Retail/Furniture,True
ACCT0011,2024-03-21 00:56:31,24.47,StarBite Cafe #5,1200,in-store,Food & Drink/Coffee Shops,True
ACCT0011,2024-03-21 20:39:57,378.06,FlyAway Airlines #4,1155,in-store,Travel/Airfare,False
ACCT0011,2024-04-01 09:04:06,48.4,GreenLeaf Grocery #3,1101,in-store,Groceries/Supermarkets,False
ACCT0011,2024-04-04 11:40:29,53.91,QuickFuel #3,1104,mobile,Transport/Fuel,True
ACCT0011,2024-04-07 09:44:24,38.36,CharityHelp #4,1170,contactless,Other/Donations,False
ACCT0011,2024-04-08 00:46:37,35.0,GymFlex #1,1010,in-store,Health & Fitness/Gym Memberships,False
ACCT0011,2024-04-14 04:21:15,101.3,BikeShop #4,1199,online,Retail/Bicycles & Accessories,False
ACCT0011,2024-04-18 20:42:33,31.21,ParkingLot Inc #1,1031,online,Transport/Parking,False
ACCT0011,2024-04-27 03:20:14,51.42,MobileCarrier #2,1084,in-store,Bills & Utilities/Mobile Phone,False
ACCT0011,2024-05-03 23:43:37,80.01,DiscountOutlets #4,1192,mobile,Retail/Discount Stores,False
ACCT0011,2024-05-06 10:27:37,7.98,PetWorld #2,1064,in-store,Retail/Pet Supplies,False
ACCT0011,2024-05-08 14:01:57,13.09,TutorNet #4,1187,online,Education/Online Courses,False
ACCT0011,2024-05-09 04:39:17,16.29,FineDining LLC #2,1072,in-store,Food & Drink/Restaurants,False
ACCT0011,2024-05-16 16:43:27,135.29,LuxuryBoutique #2,1091,in-store,Retail/Luxury Goods,False
ACCT0011,2024-05-18 22:39:34,4.71,GymFlex #3,1110,online,Health & Fitness/Gym Memberships,False
ACCT0011,2024-05-25 08:12:02,41.91,BookBarn #2,1057,in-store,Retail/Books,False
ACCT0011,2024-05-28 20:12:11,77.33,PayUtilities #3,1118,online,Bills & Utilities/Utilities,False
ACCT0011,2024-06-10 16:43:02,23.63,CinemaWorld #4,1174,in-store,Entertainment/Movie Theaters,False
ACCT0011,2024-06-14 08:10:49,99.33,ToyHouse #4,1171,in-store,Retail/Toys & Games,False
ACCT0011,2024-06-18 13:22:51,12.87,FurnitureCo #4,1188,in-store,Retail/Furniture,False
ACCT0011,2024-06-19 21:19:25,38.38,DiscountOutlets #2,1092,in-store,Retail/Discount Stores,False
ACCT0011,2024-07-05 01:07:24,10.25,BeautySalon #4,1173,online,Services/Personal Care,False
ACCT0011,2024-07-06 05:41:35,7.48,BeerBarn #2,1094,mobile,Food & Drink/Bars & Pubs,False
ACCT0011,2024-07-08 05:16:50,21.65,CityTransit #3,1115,mobile,Transport/Public Transit,False
ACCT0011,2024-07-11 07:04:30,49.43,CityMall Clothing #2,1052,online,Retail/Clothing,False
ACCT0011,2024-07-15 22:52:49,86.23,GreenLeaf Grocery #1,1001,online,Groceries/Supermarkets,False
ACCT0011,2024-07-17 10:03:16,3.57,LanguageSchool #2,1098,contactless,Education/Local Classes,False
ACCT0011,2024-07-25 23:49:51,17.52,AutoServ #3,1112,mobile,Services/Auto Repair,False
ACCT0011,2024-07-27 06:08:22,100.27,HardwarePro #4,1178,in-store,Retail/Hardware,False
ACCT0011,2024-07-29 07:11:39,83.9,RideShareCo #3,1116,mobile,Transport/Rideshare,False
ACCT0011,2024-07-30 12:15:42,35.42,ConcertHall #3,1127,online,Entertainment/Live Events,False
ACCT0011,2024-07-31 05:44:23,12.77,BeerBarn #4,1194,online,Food & Drink/Bars & Pubs,False
ACCT0011,2024-08-06 10:51:53,165.13,CityMall Clothing #2,1052,atm_withdrawal,Retail/Clothing,False
ACCT0011,2024-08-09 19:58:41,42.21,LuxuryBoutique #2,1091,contactless,Retail/Luxury Goods,False
ACCT0011,2024-08-14 22:16:06,108.48,HardwarePro #1,1028,in-store,Retail/Hardware,False
ACCT0011,2024-08-19 15:32:33,70.18,GardenCenter #2,1089,contactless,Retail/Nurseries,False
ACCT0011,2024-08-20 01:06:47,44.29,WeddingService #4,1195,in-store,Services/Event Services,False
ACCT0011,2024-08-22 13:10:48,9.89,CharityHelp #3,1120,in-store,Other/Donations,False
ACCT0011,2024-08-22 23:12:40,27.41,StreamingMusic #1,1035,online,Entertainment/Streaming Services,False
ACCT0011,2024-08-30 14:17:00,20.22,CityMall Clothing #4,1152,mobile,Retail/Clothing,False
ACCT0011,2024-08-30 18:10:36,77.52,AutoServ #4,1162,in-store,Services/Auto Repair,False
ACCT0011,2024-08-31 22:08:13,36.43,LanguageSchool #4,1198,in-store,Education/Local Classes,False
ACCT0011,2024-09-06 02:56:40,50.42,DiscountOutlets #2,1092,online,Retail/Discount Stores,False
ACCT0011,2024-09-07 20:01:30,58.78,TutorNet #1,1037,contactless,Education/Online Courses,False
ACCT0011,2024-09-12 19:05:40,65.46,MobileCarrier #4,1184,contactless,Bills & Utilities/Mobile Phone,False
ACCT0011,2024-09-15 01:27:33,15.51,eBookStore #4,1197,online,Retail/Digital Books,False
ACCT0011,2024-09-28 13:00:18,36.33,FurnitureCo #1,1038,contactless,Retail/Furniture,False
ACCT0011,2024-09-29 07:24:43,32.05,MovieRentals #4,1193,mobile,Entertainment/On-demand Rentals,False
ACCT0011,2024-10-20 00:26:02,26.81,GardenCenter #1,1039,in-store,Retail/Nurseries,False
ACCT0011,2024-10-21 00:32:45,19.56,GreenLeaf Grocery #3,1101,contactless,Groceries/Supermarkets,False
ACCT0011,2024-10-22 23:53:22,36.64,QuickFuel #2,1054,in-store,Transport/Fuel,False
ACCT0011,2024-10-24 22:13:48,314.76,GardenCenter #4,1189,mobile,Retail/Nurseries,False
ACCT0011,2024-10-25 00:29:29,270.95,eBookStore #3,1147,mobile,Retail/Digital Books,False
ACCT0011,2024-10-30 18:20:26,134.37,PetWorld #3,1114,in-store,Retail/Pet Supplies,False
ACCT0011,2024-11-01 23:19:46,31.74,HardwarePro #4,1178,mobile,Retail/Hardware,False
ACCT0011,2024-11-05 04:24:42,6.69,BeautySalon #1,1023,mobile,Services/Personal Care,False
ACCT0011,2024-11-12 11:55:48,96.67,OfficeSupply Co #1,1025,atm_withdrawal,Retail/Office Supplies,False
ACCT0011,2024-11-15 00:18:31,88.25,GardenCenter #4,1189,in-store,Retail/Nurseries,False
ACCT0011,2024-11-16 21:13:17,87.86,InsuranceCo #3,1119,in-store,Financial/Insurance Premiums,False
ACCT0011,2024-11-23 14:59:17,34.55,CharityHelp #1,1020,mobile,Other/Donations,False
ACCT0011,2024-11-25 09:31:34,305.74,GardenCenter #3,1139,contactless,Retail/Nurseries,False
ACCT0011,2024-11-26 11:18:13,72.09,PetWorld #1,1014,online,Retail/Pet Supplies,False
ACCT0011,2024-12-02 06:38:40,47.6,ElectroHub #4,1153,in-store,Retail/Electronics,False
ACCT0011,2024-12-13 17:57:18,41.11,TutorNet #3,1137,online,Education/Online Courses,False
ACCT0011,2024-12-16 15:31:11,16.74,GardenCenter #1,1039,in-store,Retail/Nurseries,False
ACCT0011,2024-12-19 05:20:35,28.12,CinemaWorld #4,1174,in-store,Entertainment/Movie Theaters,True
ACCT0011,2024-12-20 02:12:57,49.27,BeautySalon #4,1173,contactless,Services/Personal Care,False
ACCT0011,2024-12-25 20:08:00,115.54,HomeGoods Store #2,1063,in-store,Retail/Home & Garden,True
ACCT0011,2024-12-27 20:37:56,33.95,BeautySalon #1,1023,in-store,Services/Personal Care,False
ACCT0012,2024-01-08 16:13:45,10.39,LegalAid #4,1196,in-store,Services/Legal Services,False
ACCT0012,2024-01-10 15:48:27,24.76,CharityHelp #1,1020,in-store,Other/Donations,False
ACCT0012,2024-01-15 03:48:17,14.55,HomeGoods Store #2,1063,online,Retail/Home & Garden,False
ACCT0012,2024-01-17 13:56:58,6.72,LegalAid #4,1196,in-store,Services/Legal Services,False
ACCT0012,2024-01-25 09:18:33,91.46,DiscountOutlets #2,1092,online,Retail/Discount Stores,False
ACCT0012,2024-01-29 21:23:25,26.74,ParkingLot Inc #3,1131,in-store,Transport/Parking,False
ACCT0012,2024-02-03 11:12:21,14.17,BeerBarn #1,1044,in-store,Food & Drink/Bars & Pubs,False
ACCT0012,2024-02-14 16:25:12,26.16,FineDining LLC #4,1172,online,Food & Drink/Restaurants,False
ACCT0012,2024-02-15 00:26:40,49.3,eBookStore #2,1097,contactless,Retail/Digital Books,False
ACCT0012,2024-02-17 10:03:38,57.73,DiscountOutlets #2,1092,online,Retail/Discount Stores,False
ACCT0012,2024-02-19 17:37:22,16.92,MovieRentals #2,1093,contactless,Entertainment/On-demand Rentals,True
ACCT0012,2024-02-22 06:09:32,22.91,DiscountOutlets #1,1042,in-store,Retail/Discount Stores,False
ACCT0012,2024-02-23 12:28:33,20.79,BeautySalon #4,1173,mobile,Services/Personal Care,False
ACCT0012,2024-02-28 10:10:01,27.75,LocalBakery #2,1079,online,Food & Drink/Bakeries,True
ACCT0012,2024-02-28 13:29:58,17.29,SubscriptionBox #4,1180,in-store,Retail/Subscription Services,False
ACCT0012,2024-02-29 09:01:25,27.63,DiscountOutlets #3,1142,online,Retail/Discount Stores,False
ACCT0012,2024-03-03 00:25:59,37.35,HardwarePro #2,1078,online,Retail/Hardware,False
ACCT0012,2024-03-03 07:53:27,13.33,QuickFuel #3,1104,mobile,Transport/Fuel,False
ACCT0012,2024-03-10 11:10:03,25.16,HardwarePro #4,1178,in-store,Retail/Hardware,False
ACCT0012,2024-03-15 23:17:37,127.4,CinemaWorld #1,1024,in-store,Entertainment/Movie Theaters,False
ACCT0012,2024-03-19 08:19:40,23.31,GreenLeaf Grocery #1,1001,contactless,Groceries/Supermarkets,False
ACCT0012,2024-03-23 07:07:02,20.25,CraftsOnline #1,1040,atm_withdrawal,Retail/Handmade Goods,False
ACCT0012,2024-04-02 11:24:27,23.5,HardwarePro #1,1028,in-store,Retail/Hardware,False
ACCT0012,2024-04-03 05:53:45,9.03,CinemaWorld #2,1074,mobile,Entertainment/Movie Theaters,False
ACCT0012,2024-04-15 18:57:12,214.32,FlyAway Airlines #4,1155,in-store,Travel/Airfare,False
ACCT0012,2024-04-17 04:05:27,23.81,CloudStorage #1,1033,mobile,Entertainment/Cloud Services,False
ACCT0012,2024-04-23 04:54:44,36.22,ParkingLot Inc #1,1031,in-store,Transport/Parking,False
ACCT0012,2024-04-25 17:26:18,70.47,PetWorld #3,1114,atm_withdrawal,Retail/Pet Supplies,False
ACCT0012,2024-04-26 15:23:18,136.13,OnlineMart #2,1067,mobile,Retail/Online Marketplace,True
ACCT0012,2024-04-28 20:08:01,24.14,HardwarePro #3,1128,in-store,Retail/Hardware,False
ACCT0012,2024-05-12 05:37:03,48.25,FlyAway Airlines #1,1005,in-store,Travel/Airfare,False
ACCT0012,2024-05-13 11:11:13,94.88,HomeGoods Store #3,1113,online,Retail/Home & Garden,True
ACCT0012,2024-05-14 15:37:24,40.83,GreenLeaf Grocery #3,1101,online,Groceries/Supermarkets,False
ACCT0012,2024-05-19 02:36:51,58.2,TutorNet #2,1087,online,Education/Online Courses,False
ACCT0012,2024-05-22 04:49:29,27.77,ParkingLot Inc #3,1131,in-store,Transport/Parking,False
ACCT0012,2024-05-22 06:01:05,12.5,BookBarn #2,1057,online,Retail/Books,False
ACCT0012,2024-05-24 11:49:31,32.96,CloudStorage #3,1133,online,Entertainment/Cloud Services,False
ACCT0012,2024-05-25 14:10:39,93.19,LuxuryBoutique #2,1091,contactless,Retail/Luxury Goods,False
ACCT0012,2024-05-27 08:03:19,46.43,FlyAway Airlines #2,1055,atm_withdrawal,Travel/Airfare,False
ACCT0012,2024-05-28 17:31:02,28.06,LanguageSchool #2,1098,contactless,Education/Local Classes,False
ACCT0012,2024-06-03 21:00:48,39.74,OnlineMart #1,1017,in-store,Retail/Online Marketplace,False
ACCT0012,2024-06-04 15:35:47,20.58,StarBite Cafe #4,1150,online,Food & Drink/Coffee Shops,True
ACCT0012,2024-06-04 18:08:57,58.67,PayUtilities #3,1118,mobile,Bills & Utilities/Utilities,False
ACCT0012,2024-06-04 19:39:06,12.87,CraftsOnline #1,1040,mobile,Retail/Handmade Goods,False
ACCT0012,2024-06-04 22:10:31,41.96,StarBite Cafe #5,1200,online,Food & Drink/Coffee Shops,False
ACCT0012,2024-06-09 03:29:07,53.7,LocalBakery #1,1029,online,Food & Drink/Bakeries,False
ACCT0012,2024-06-10 21:51:19,64.94,CloudStorage #2,1083,in-store,Entertainment/Cloud Services,False
ACCT0012,2024-06-12 04:00:47,68.03,PayUtilities #3,1118,online,Bills & Utilities/Utilities,False
ACCT0012,2024-06-13 01:01:37,16.55,BeautySalon #2,1073,in-store,Services/Personal Care,False
ACCT0012,2024-06-25 04:23:28,36.86,TaxServices #2,1082,online,Financial/Tax Services,False
ACCT0012,2024-06-25 11:26:22,40.08,GymFlex #3,1110,in-store,Health & Fitness/Gym Memberships,False
ACCT0012,2024-07-01 15:42:38,16.79,ElectroHub #3,1103,contactless,Retail/Electronics,False
ACCT0012,2024-07-04 18:30:36,92.27,QuickFuel #4,1154,online,Transport/Fuel,False
ACCT0012,2024-07-16 09:29:38,28.71,SubscriptionBox #1,1030,mobile,Retail/Subscription Services,False
ACCT0012,2024-07-16 11:00:18,39.91,WeddingService #2,1095,in-store,Services/Event Services,False
ACCT0012,2024-07-21 12:44:37,23.51,TutorNet #1,1037,contactless,Education/Online Courses,False
ACCT0012,2024-07-31 04:53:37,29.6,TutorNet #4,1187,online,Education/Online Courses,False
ACCT0012,2024-08-01 21:34:59,14.2,LocalFarmer #2,1076,in-store,Groceries/Farmers Market,False
ACCT0012,2024-08-04 18:32:57,37.78,InsuranceCo #4,1169,online,Financial/Insurance Premiums,True
ACCT0012,2024-08-14 09:10:51,133.13,BookBarn #3,1107,mobile,Retail/Books,False
ACCT0012,2024-08-14 14:02:02,60.29,eBookStore #2,1097,in-store,Retail/Digital Books,False
ACCT0012,2024-08-24 22:36:48,39.66,MovieRentals #3,1143,contactless,Entertainment/On-demand Rentals,False
ACCT0012,2024-08-31 11:44:37,153.22,TaxServices #4,1182,in-store,Financial/Tax Services,False
ACCT0012,2024-08-31 16:21:04,31.71,HardwarePro #2,1078,contactless,Retail/Hardware,False
ACCT0012,2024-08-31 21:23:11,104.73,PayUtilities #1,1018,in-store,Bills & Utilities/Utilities,False
ACCT0012,2024-08-31 22:52:07,17.78,LocalFarmer #4,1176,online,Groceries/Farmers Market,False
ACCT0012,2024-09-02 11:19:44,118.97,FlyAway Airlines #1,1005,online,Travel/Airfare,False
ACCT0012,2024-09-05 18:42:44,35.11,MobileCarrier #2,1084,online,Bills & Utilities/Mobile Phone,False
ACCT0012,2024-09-06 03:36:43,9.72,StarBite Cafe #3,1100,online,Food & Drink/Coffee Shops,False
ACCT0012,2024-09-07 03:44:43,16.33,LocalFarmer #1,1026,in-store,Groceries/Farmers Market,False
ACCT0012,2024-09-09 14:12:18,62.32,MobileCarrier #3,1134,mobile,Bills & Utilities/Mobile Phone,False
ACCT0012,2024-09-11 04:55:13,55.98,FurnitureCo #1,1038,online,Retail/Furniture,False
ACCT0012,2024-09-11 20:54:50,21.69,CityMall Clothing #2,1052,in-store,Retail/Clothing,False
ACCT0012,2024-09-12 21:01:11,59.95,PayUtilities #1,1018,online,Bills & Utilities/Utilities,False
ACCT0012,2024-09-19 18:03:30,55.56,InsuranceCo #4,1169,in-store,Financial/Insurance Premiums,False
ACCT0012,2024-09-23 20:21:26,13.57,GymFlex #2,1060,online,Health & Fitness/Gym Memberships,False
ACCT0012,2024-09-24 10:11:45,74.22,ElectroHub #4,1153,in-store,Retail/Electronics,False
ACCT0012,2024-10-02 00:46:06,19.05,BeerBarn #4,1194,contactless,Food & Drink/Bars & Pubs,False
ACCT0012,2024-10-04 10:51:55,87.08,OnlineMart #2,1067,online,Retail/Online Marketplace,True
ACCT0012,2024-10-14 02:13:46,31.71,CityTransit #3,1115,contactless,Transport/Public Transit,False
ACCT0012,2024-10-19 15:30:35,170.38,GardenCenter #3,1139,contactless,Retail/Nurseries,False
ACCT0012,2024-10-24 18:17:48,17.21,CloudStorage #4,1183,mobile,Entertainment/Cloud Services,False
ACCT0012,2024-10-25 00:48:57,42.75,CraftsOnline #2,1090,online,Retail/Handmade Goods,False
ACCT0012,2024-10-28 00:20:24,51.19,ToyHouse #3,1121,online,Retail/Toys & Games,False
ACCT0012,2024-11-09 07:32:36,14.38,LocalBakery #3,1129,in-store,Food & Drink/Bakeries,False
ACCT0012,2024-11-10 22:53:33,72.75,BeerBarn #3,1144,contactless,Food & Drink/Bars & Pubs,False
ACCT0012,2024-11-15 23:05:45,64.41,StreamFlix #2,1058,contactless,Entertainment/Streaming Services,False
ACCT0012,2024-11-17 05:48:06,16.83,StarBite Cafe #2,1050,online,Food & Drink/Coffee Shops,False
ACCT0012,2024-11-26 00:18:12,41.32,PetWorld #3,1114,in-store,Retail/Pet Supplies,False
ACCT0012,2024-11-27 09:37:05,56.28,PharmaCare #2,1061,contactless,Health/Pharmacies,False
ACCT0012,2024-12-06 09:26:11,41.88,PayUtilities #4,1168,online,Bills & Utilities/Utilities,False
ACCT0012,2024-12-07 04:51:36,48.63,eBookStore #3,1147,mobile,Retail/Digital Books,False
ACCT0012,2024-12-07 10:10:39,25.08,LegalAid #4,1196,in-store,Services/Legal Services,False
ACCT0012,2024-12-18 03:46:30,10.66,TutorNet #2,1087,contactless,Education/Online Courses,False
ACCT0012,2024-12-26 09:35:46,87.74,MovieRentals #2,1093,in-store,Entertainment/On-demand Rentals,False
ACCT0012,2024-12-27 09:30:57,13.77,RideShareCo #4,1166,in-store,Transport/Rideshare,False
ACCT0013,2024-01-05 12:59:58,34.86,StarBite Cafe #3,1100,in-store,Food & Drink/Coffee Shops,False
ACCT0013,2024-01-12 03:10:57,41.18,FreshBites #3,1109,in-store,Food & Drink/Fast Food,False
ACCT0013,2024-01-14 06:30:41,49.19,BikeShop #1,1049,in-store,Retail/Bicycles & Accessories,False
ACCT0013,2024-01-15 09:16:15,15.65,FurnitureCo #1,1038,online,Retail/Furniture,False
ACCT0013,2024-01-19 15:25:31,31.36,OfficeSupply Co #2,1075,online,Retail/Office Supplies,False
ACCT0013,2024-01-24 00:16:32,46.77,DiscountOutlets #4,1192,online,Retail/Discount Stores,False
ACCT0013,2024-02-02 10:27:07,30.17,FreshBites #1,1009,online,Food & Drink/Fast Food,False
